"{113VdSwhq9kDhdQhKDNjUirudSHoJAZAR9}\t"	[1, 7126.886]
"{1MLJgTGt9zKRk4JzG2aYNY1bDDAT3SbtSm}\t"	[166, 12044.42]
"{1MLPRMbHFqrwBaF99NmfRuEZQb8UP4hTHQ}\t"	[167, 4361.54207559]
"{1MMw7zuZuy5H45GdwTtt7KKsZCSJHgeDjs}\t"	[168, 4066.69]
"{1MNQFDC9sCbNrWAgfdcjySX5ka6BE4M5Mb}\t"	[169, 6134.90567074]
"{1MPiefohrsbhbZZWZHuSrCy2bGZcAv1hrD}\t"	[170, 4411.1645875]
"{1MPnG9XDjYqnq2Lz8SMq7H8ZHxadEQjSda}\t"	[171, 10000.0]
"{1MQ3K9aPcEDCekpFBGyDAgtD1uPss8E7rY}\t"	[172, 5000.0]
"{1MQ7Ze2KBy6MwtvriegRu5k9DgFVUQkhvZ}\t"	[173, 7118.69193337]
"{1MQY4yNfPi4eGy1WSVoJCoBKGKGtbpegob}\t"	[174, 10822.12643772]
"{1MR3pFbg3Grv2JzAW6vVqtRVZZ2vC7cQjy}\t"	[175, 4010.2169]
"{1MT8HEpGKQAiMRVbWsGjSKgBCbEHWajGiT}\t"	[176, 9300.0]
"{1MU87GuVoC8WV7GBEPWj27HRtmRkQFpCt6}\t"	[177, 6606.21]
"{1MUtLWaRbhpwjpboc1qFnaysr8rUjG3EdL}\t"	[178, 4515.0]
"{1MVYbXjjmDXZ1Y6ptgr2cQoKLwajJTA7Jv}\t"	[179, 4842.02713148]
"{1MWJK8oLJsZbMWnnf7Wq4ecCuGtZWCJENH}\t"	[180, 10000.0]
"{1MXq3DBA8QNHKi3CjbsdCcjwVJ7jhuiMoR}\t"	[181, 12488.09999964]
"{1MY2uu5sjPYPb1b3WhJNnPaZpvPWz6PY8K}\t"	[182, 8000.0]
"{1MYFY8pSAe5G5RAW8RCw3voJgkjdKtBj7c}\t"	[183, 4493.0]
"{1MYtDpQrLJPiXnquU9vuEDGCQkWTnHUSp2}\t"	[184, 4495.0]
"{1MaDmMKDJSG2eQdKE7uM7g17CFc7etn47N}\t"	[185, 9444.0]
"{1McUC8D7gqUtfWW1tSjnz3QGNf2eu4JAJR}\t"	[186, 134897.01]
"{1McViE7BiWPTRzHTeJGRwda4n7baj7uSR}\t"	[187, 4015.0]
"{1MdE6JNBfNYA49vBqmWwA4LHLhxWJbqJLo}\t"	[188, 5000.0]
"{1MdNJqTh3aajykzFyodcMiUxmTRavBYRto}\t"	[189, 4200.0]
"{1MdZsckML74geMuhESGSYtKrutDbeha4sb}\t"	[190, 6000.0]
"{1MeCzxxB8eDd17DaocFLQaQtH8seVjNM67}\t"	[191, 10000.0]
"{1MfCezSzUDjRAet4am8Ajda8PSkhwBTaL2}\t"	[192, 4040.68092323]
"{1MfXStjvxEvJc7VXtgeomBzFKQ8WqoRL2t}\t"	[193, 4724.9997]
"{1Mhg5Gzt3yq3G8dnZ6ijSkPETYh8hRqrhC}\t"	[194, 10293.7690894]
"{1Mhvvx5m8xYNuq3pLHffKTBsiDr9X8npwG}\t"	[195, 5000.0]
"{1MizgmsKg6syfHamjgKFjh1JUafTXschPM}\t"	[196, 6322.3071425]
"{1MjcMGuu3P9pZNYtve8didEFctCFtA7PDJ}\t"	[197, 4257.82518169]
"{1MjjeF1kjH8h6wWnnRtCKFq8rQsaf1nyfC}\t"	[198, 4956.23123571]
"{1Mk97pVzio3fJ8djpSGXuz6kQsL468pyht}\t"	[199, 6670.51266]
"{1MkSQxWrwRSViFsWkgJsH6gAiKtQ7uwKSH}\t"	[200, 6354.1]
"{1MmD8VapeuxQGur6V3b1EFcF5ctGyNGhB8}\t"	[201, 6865.09165446]
"{1MnCz1pgBv5ZRwAUoAhT63ELXKGgpvwQz5}\t"	[202, 4333.82816418]
"{1MnMQxXWspfKEiYTerSPEPT9aNcxMsn2qx}\t"	[203, 8466.9317331]
"{1MqfzFXHXrNFKs1WCvT76CbB6UsBJZzE6y}\t"	[204, 5000.0]
"{1MqsETo2t6W61QUCL9KRdw2P1PWTXQFnYm}\t"	[205, 200000.0]
"{1Mr2hJcrMLEs8n9a5xUZQMpyQ9AuaYJcRA}\t"	[206, 16368.686677]
"{1MrWnhMAx6Z7FNYS2yJbb5MRk4UcecgLb8}\t"	[207, 5864.84]
"{1Ms1rfP7dp2pu3P5u9rrZwfmVkF5HHfeJU}\t"	[208, 20000.0]
"{1MtCkF9jvksR1gGAb693hCjtwSou6FESyg}\t"	[209, 4405.0]
"{1MtWpXEckG2kRa7vj298NsrdaZwxX5UKHu}\t"	[210, 4742.9744]
"{1MtcvSC1eR9BEhQAVZfrgERpE51p6sRgcS}\t"	[211, 4881.139]
"{1MtsSJKEvDMo7xcvCjnAGgqM1zNrvqBECX}\t"	[212, 8050.0802]
"{1MuuNFNazKvLgYiQ9tUW671KKF7mJ4w9uQ}\t"	[213, 5426.0]
"{1Mva8dUv16xFFpVZYZszch7R9vXTxAVyzp}\t"	[214, 5536.64706556]
"{1MveQnjcA3PueQhR7xMmWduS8TgMHvHFuQ}\t"	[215, 8000.0]
"{1Mw6zgLu2zxokJxtQpZ6qTCcxVZAZC143b}\t"	[216, 6683.09040429]
"{1MwdtFGWPW2xq1wqXXbhXC8xXM1koeAgVg}\t"	[217, 4093.01053223]
"{1MwiSYqMFHV7wRMhMqZTj2UGEV8V9uRGPW}\t"	[218, 5461.21123046]
"{1MwpTLvRR4umnkX7dFLPcgLS1LTE5iG5cx}\t"	[219, 4869.4943709]
"{1MwuRVE6hBGYro6w3WHGP4aSkqCR7npDoG}\t"	[220, 4816.97721503]
"{1MzFgCKcp8ZGgDdcC8CA4dQrmgdGmYB5Ho}\t"	[221, 4857.15078426]
"{1Mzsy7jocgs4vRNh5XQeYCE3YAoQTvEJGA}\t"	[222, 25000.0]
"{1N1VKFMmm5988Yayyq9exKWH4Ecnguek1Z}\t"	[223, 12105.917629]
"{1N219JcKegAF98mLe92Mt8ifonYBRAvarX}\t"	[224, 4934.47514]
"{1N2J7KKXzuCXoDcpR3ib4WZofgZtsxZFCd}\t"	[225, 4231.30879951]
"{1N2psRQXZvy8YSeqVaSUaKkvFdGQb4sDtd}\t"	[226, 43323.939]
"{1N3fXKYkMRzjzvHwLJFwEhj3RM3rbMbT1g}\t"	[227, 10000.0]
"{1N4V4ZCxeCYsHwW5fFLrVMWh7ZnsaPazrF}\t"	[1, 5000.0]
"{1N4W7YyjtKraipyj5qpi3tGoXWnKzmwH4c}\t"	[2, 4022.68828642]
"{1N4pERE9PeS2bTTfk5SWL4B2bTvV9fDED9}\t"	[3, 8102.9]
"{1N5JMUWFZnXNFcPjpDvgdZMdJdKqHp6X2Q}\t"	[4, 43409.389]
"{1N6JZzeRAYEtmnxfdL9b8dys9T2D1adhqD}\t"	[5, 4222.125984]
"{1N6Nb9NnCqU3wKWKPnkHp19PcpSXMMo3pW}\t"	[6, 50000.0]
"{1N8kzYynsCsXvNEZ25ZhwUgvDNpfUG8Md5}\t"	[7, 99999.949]
"{1N8pQ6ZQn3trhPx3fRcXz3mkGD7T5GvhLu}\t"	[8, 9705.25]
"{1N99P8Z5AQXWEYZiS6ddov9Fyc4kuGPpwJ}\t"	[9, 15006.0]
"{1NBJb7RWkp6xEkst4jyzEia5QVKj4VK1Ah}\t"	[10, 5000.0]
"{1NBLBJP3vZi6FuQ1G5yNqPBQDAKsAmQtsa}\t"	[11, 10000.0]
"{1NC8dd5MpFm5xKWcyeCzX74zVrnzo5R3Rf}\t"	[12, 14532.09540884]
"{1NCSwH7jcaB2Pj8MTqd9o6xDh5nAzVfBeH}\t"	[13, 4356.23353]
"{1NCXiQ6XAL2uUTSLrkkNYDPA8y5tzTuZNL}\t"	[14, 24027.5909799]
"{1NDjWx7tQUYKg8iz56ARD4xU6GJMMot6ae}\t"	[15, 4140.23307]
"{1NE1YSirSnYZHvFekJmjQG5yBkFnxaFD3P}\t"	[16, 4981.81525]
"{1NEkB8kWtqRJPu1FhoTiohuWX9NfHTQK5n}\t"	[17, 18365.79543316]
"{1NFdVJ6a6Q6UbDKpymUk1Lmbia33fEXaFy}\t"	[18, 9690.98]
"{1NGzLd3LpDitb5sWihhwrEyhGmnfj3ajUD}\t"	[19, 10000.0]
"{1NJL9rdTigraKQVgKiGfTgm54RaDe4WBwp}\t"	[20, 29249.0]
"{1NJqPBs9LAuBFVT9vTvNjh9kk9NqErEowd}\t"	[21, 6080.90192097]
"{1NKXnBVBcYENDRzmi4M4Ds8m1n4uwVU8BC}\t"	[22, 7761.9333387]
"{1NMDHMGjJBZjNfAEjvASPjUvT5kwFsHe9U}\t"	[23, 150000.0]
"{1NMHVuK7BbtsKdWRn4kbod2j6cfmCPaoK8}\t"	[24, 6127.72580414]
"{1NNBvhoU4TWbRcQRu4TqaUAacdgJXhtXSb}\t"	[25, 4674.09186488]
"{1NPxZ5b1wMyyaUjK9LJpY43R274Kjhbu1X}\t"	[26, 4281.0]
"{1NQ15AhiTNeb1gC56DKJ2rTCPAzoobGC6f}\t"	[27, 10976.81725]
"{1NQAmE1PkEFy315XDd82wtLMbeLVFCNfmt}\t"	[28, 4020.0]
"{1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR}\t"	[29, 5000.0]
"{1NQH4hTRRtRVDmQ7orcTJiKUXSuYL6RVAq}\t"	[30, 23835.4109799]
"{1NQc6tN2P8XgDFBkGvpSYK5TnxqBdU8eNF}\t"	[31, 4635.0]
"{1NRFtZME3mpzXxqHFWXrZ1vKScDwHvSkgb}\t"	[32, 4481.44143]
"{1NRMPVU5UCk3WmWWdNRZLMN4PdmaeZUeEk}\t"	[33, 4031.60997597]
"{1NRsr3yTM7eLPy4ohNsdLchcn4qo7mGjZC}\t"	[34, 4784.9997]
"{1NSuYDTfkzKoYw4FuBTXpHv3XGWXeCjE4T}\t"	[35, 10995.87504322]
"{1NT5NDoyZ6izwEwbbAzSbxeRtzpVTXiNgT}\t"	[36, 4437.42847339]
"{1NTFBWH4MCwk7bmwLZmY7MhMduoNDDqrko}\t"	[37, 9856.0]
"{1NTLGRN4bWKDqhRzeZuzhd9tVkmdeBJnV1}\t"	[38, 10000.0]
"{1NTMRqXeqFcpAK1BynGsCek1TUpTXyF9Li}\t"	[39, 4094.93121034]
"{1NTaxjuN6QfCWX448auETf3isoPgphaDhg}\t"	[40, 4005.0]
"{1NUuy3rHBhS8dxrF7pksLUBq9mieE9xkMF}\t"	[41, 4800.0]
"{1NUxfQiWWygVGDL1MVwCrL8886prfEWp2T}\t"	[42, 6094.1942519]
"{1NV1WEojGp8TwgbB3SxW9wNVxqMmNvAiP5}\t"	[43, 4704.9999]
"{1NVk1qdN6VpuhnEGqgmr3DZpYfCqhmENaJ}\t"	[44, 5698.81069049]
"{1NW1wdXjyoWySeBbNvJ8nt5dkhKT99JGST}\t"	[45, 10000.0]
"{1NW9JSKTUpLAWRhpcQdAkhuCVbnMXXtcKU}\t"	[46, 50000.0]
"{1NWv2z3z5T1QQ6CficSSCwCxFyuEq4XLFp}\t"	[47, 4345.0]
"{1NYAhxen6b6mq9TgSsBzycYZXQ3s2DfvP}\t"	[48, 4224.097227]
"{1NYKUib4HVPAeJiHagfpKiQCK4GwZDrAv}\t"	[49, 40000.0]
"{1NYrY1qyRC7zXbLBuDWfYp6niHpDAqY3tZ}\t"	[50, 5999.98]
"{1NZz4wZBt4sWNSRrTusSJMXRyatCkY8rAS}\t"	[51, 5755.23681796]
"{1Nd3gZRsK9qyCfXXJQbyPWajzHMmv2U1hu}\t"	[52, 7452.94096793]
"{1NdCt5npsserKra9LxHCmfJk6F869xRXAB}\t"	[53, 10000.0]
"{1NdVC4oreVA6w5A1RZ5KnUB6bhzGLmhZ5}\t"	[54, 4250.0]
"{1NdsNeZBeXiWrjKqtAonhKqw22TZz8o9sh}\t"	[55, 4825.0]
"{1Nef1HoLpM3GxbxuYsN2vhM5RkLKBGN9bN}\t"	[56, 5910.09427899]
"{1NekWiQ8wD1C8MQmP5qpZVP8HKYkNp6Za7}\t"	[57, 4455.240357]
"{1NexkCJryFacQCBLSiv4WZibpyregkoSvc}\t"	[58, 6040.03119044]
"{1NfpBXFC9pqXfp3G5xK2ttFXQhXtoVvbp8}\t"	[59, 4168.0]
"{1Ng18s2874Y9H37AQvLJEVGooHFwoNhxb2}\t"	[60, 4299.73926776]
"{1Ng1wQv3FmMjxe75XdCkpAoSgC18zy9skk}\t"	[61, 7106.55399056]
"{1NhANS3uALQFVhABubsD1nuX54XDfpGL8m}\t"	[62, 24909.00946]
"{1NhRez41RVjQjYA6hzz8HUrRxSANQ3NJxu}\t"	[63, 4360.0]
"{1Nhiff4yHdKDmghdoeixtn31AAWQBUgL9R}\t"	[64, 4284.53666]
"{1Ni5Fmfk8m2dRMKhFnrXib5DLm5r8eaykT}\t"	[65, 7600.0485]
"{1NkEg5oAtLpq96BSehihEMbUcGWbpKoeXx}\t"	[66, 4761.06025455]
"{1NmJi6UxoxH3aqLfsCHgBv1U8Wiz9orByM}\t"	[67, 4772.94475157]
"{1NoPkX5YrykwPYDXwFzYp4HBPFPmdqycNa}\t"	[68, 4701.93864485]
"{1Npv7jaqqSpY6zHk4cdXzA8AFQyAYKSMdh}\t"	[69, 50000.0]
"{1Nqx9yeDZ33cj5UrRuZRgnkQSAM5b3eNin}\t"	[70, 4873.66128426]
"{1Nrjw1y5tkdkLRjFzvGnbXFNFRArsP6u6H}\t"	[71, 10943.68674201]
"{1NtPetxUjQ6gaCF2LTc8wYw2HPPE91tgBg}\t"	[72, 95000.0]
"{1Nu6PTsVkS71LVZfE3dZGboxpZapzH8SZa}\t"	[73, 10000.0]
"{1NuhY5jEbCda8nLkZCnvUwB9ga9WJVubBk}\t"	[74, 8218.06276119]
"{1Nuiy7CLo25qLkwWTk5cwrk5LRkFyKbpht}\t"	[75, 4763.93275606]
"{1Nv8Ku5hQJxHvJHLaEZwJdYzCp1eWRP1NM}\t"	[76, 4624.52183334]
"{1NvGnJoNkzxhu54ajJuLohfwutz6yUhkwF}\t"	[77, 4065.37088643]
"{1NvKU5DT1TEZKxGqYjE46ciRELmaQdpVnL}\t"	[78, 7111.32663337]
"{1NvWi35DV7MRLKTFcqhgyTwCrcjAqpKNHc}\t"	[79, 7500.0]
"{1NwGnkQDNwHMpWjkSRC99zZX3s3CfeTqNV}\t"	[80, 7125.5871637]
"{1NxgAY5EVMQLQnTjFT8YWpCHJFkkibHwYZ}\t"	[81, 5873.7309271]
"{1NyidWHhrDA3Rg568rk2ob7NRKZhTV4YBX}\t"	[82, 6587.27038188]
"{1NzM1bdTKuK9z3pQUCc1raXPezYUenSNWj}\t"	[83, 5210.65104591]
"{1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt}\t"	[84, 10000.0]
"{1P2EojPLQPq45wQqCXEdhXgnGHDbquKBVV}\t"	[85, 4969.65836035]
"{1P46XVVDPEnTC5Z2Qvxzi2cRUkNHRKnKML}\t"	[86, 5000.0]
"{1P4mSkCkzPwD2qChvCuX9WcRBdaeg9cQTn}\t"	[87, 9700.0]
"{1P5CMX2FurLyUjvqNxF4CxsRirZSqiomsY}\t"	[88, 5000.0]
"{1P62fsemRffGhMWYSVhkqKeo2QAsfAQvwD}\t"	[89, 4677.50274581]
"{1P6ZvBftEqhrvqWSWicWRHrbTeSKLFzJMy}\t"	[90, 5000.0]
"{1P6vPgmz37iFUmq9PXZX6qneA5HH2wbJSx}\t"	[91, 5107.01960605]
"{1P7nAYAdjsPbtRWvtARYbVTcbh2nhrAnK8}\t"	[92, 32457.7594668]
"{1P8rjHTufXDd7LSs8VFeLdfirNwSeAcbmf}\t"	[93, 5430.54849715]
"{1P9PrzpRcfzdUnJnEmePhGcyFdh8eGsHXE}\t"	[94, 5712.4523]
"{1PAMjknWHzmJHqme95gFpTzNcE8kTK7Pkw}\t"	[95, 12598.8818]
"{1PAerFLFEdghRxRspJC9xV1t5xGc5eG6cc}\t"	[96, 6077.90205097]
"{1PAjoBzTPvKgBkh43kURSa5kwEnn49NfeF}\t"	[97, 4627.27058703]
"{1PDF4QRBGbopcrJPFxeYKo5Kaqmra2Nj7W}\t"	[98, 14185.717647]
"{1PEBkZs2yRnVihr5fQUMATJLSs7NiYJ6o6}\t"	[99, 5892.61170541]
"{1PF9EFksYa5LvVkRyHQLsHPMQ1o4HPxGvh}\t"	[100, 17212.34]
"{1PFfwziXsXTTemLUq64DNrymYd5u2cWspD}\t"	[101, 7670.478739]
"{1PHN6UMjNsty2tGFHMHUeQydCjAWtPeRPy}\t"	[102, 6000.0]
"{1PLY571TW3tZXfQ9RwDwPSUz1t6t7uUuZi}\t"	[103, 39092.37691371]
"{1PM1kzBKTNw9QCRbmjevXih1uJEmkJ37jw}\t"	[104, 4345.07021382]
"{1PMSfDQ3xygCyzyQj22rGbJPy683iPBdNF}\t"	[105, 4627.76981322]
"{1PMcSRYVAyKj3uGQCe68yP44UBeYPgg523}\t"	[106, 4691.9997]
"{1PMi2HY6AgnfsPiXAW4qEzGishbjRmhbiH}\t"	[107, 10025.5]
"{1PNKVmKH7RNg9G6mkQHaFL24s9S8hgrL58}\t"	[108, 11278.9745781]
"{1PNMH28SEC3FZA3mBkLaY18VSqsW3fkoH}\t"	[109, 4999.0]
"{1PPBaAJU6jyQugrSNmnqD6S19yEZfKUYcN}\t"	[110, 4617.16087941]
"{1PQQcJ4hB5xXpC4eRuhQhi8CUcxCPhtb1C}\t"	[111, 5183.999]
"{1PRSwztFJ6b4cfhyDUsPSzPMPupFYE2ygQ}\t"	[112, 4760.0]
"{1PRXzywcs9HT2ybcwLqnqWeziyBAHUei3V}\t"	[113, 4735.0]
"{1PSck4hiDqRSFzGAX3X532oYbC2VZJU5aa}\t"	[114, 8999.8005]
"{1PSoiiwK88hf3SbsS1XeBtQBsQ5VD1Fzi6}\t"	[115, 7124.51073337]
"{1PTs5fPzujPnJyEtJ2e66fmabh7pmiWUqZ}\t"	[116, 4300.05128108]
"{1PUjPHxQKG81cvcPAnCekgmhKucfxcwLcV}\t"	[117, 4760.0]
"{1PUyRPwVSiCp1YXAkbBnaKyVN5yViB2oHT}\t"	[118, 9789.0]
"{1PVpraJLRh1wUwFGU6533LkHRgPse84jex}\t"	[119, 4124.21501082]
"{1PW7rbJALUdzrZThwuMDdduHUD7ztchf1E}\t"	[120, 4442.62219183]
"{1PWFphQ7UyZkXKj9fRJKCBLooUJc6zHRP6}\t"	[121, 4682.81311]
"{1PXWePBWXkKTz88Xs6vjM3zehuB4oCEXPu}\t"	[122, 10065.055]
"{1PYnz4X61S7iHG4hftGeQKBEcPwwaRMuaA}\t"	[123, 25000.0]
"{1PZ7E8GbUEKN6bThizVKQnQbD3T5wDfVSD}\t"	[124, 5199.34687648]
"{1Pa1BYRP1E1G7Sd2cV3p52afAqJPKw5JKY}\t"	[125, 10195.22]
"{1PbTCFhFD9kWPgzfn2okptKje24XVae9Sw}\t"	[126, 5000.0]
"{1PgvyGc4wZSArF1zYshojtBJzmkfmWg9CX}\t"	[127, 16465.0]
"{1Ph1WL8gHPW1VShh55yJpRQE57wth6zSBm}\t"	[128, 15954.35]
"{1PjukLkLdGroaL4vWp68Hc49SxEpACzmBD}\t"	[129, 4355.0]
"{1PmBFhKUoqGpH1mbzQ1H1rXRcNKn3Z6LmZ}\t"	[130, 7687.673022]
"{1PmKdgYRcRvZA1XkTm6361frjxiPdbFKQv}\t"	[131, 9999.9999]
"{1PnMifeg8qLhfH1w1kRXaDy3QpeJQHr2QT}\t"	[132, 4290.557]
"{1PnaF24Nb9YhmKYZvNS3rxYSF51G5w6wWp}\t"	[133, 5000.0]
"{1Pp4p6LsVL3Q8vPH5KnsKCvRy23rRhAoXo}\t"	[134, 19494.822564]
"{1Pq32rh5A4fbeggCMuBihJdEiWbUzeajcc}\t"	[135, 13820.0]
"{1PrHwAU9ifwoRcLrgXG2sMpQzxGHiHGU5o}\t"	[136, 9264.60828897]
"{1PrwTHiHigrCTvPvxziJg91aoBDdCur7NL}\t"	[137, 4089.46656985]
"{1PrwYMffhu1XJyVXs6Ba67NidGZVjbGHCq}\t"	[138, 11022.0]
"{1PsDjZZh2JETusaYWLPByT3ALB3VAK4Vbr}\t"	[139, 15666.8962279]
"{1PtLJqz11SE9XwxRPXKdRhgY4DzVUSeqXy}\t"	[140, 8000.0]
"{1PuZU5e7fH49vDAQd5BvaExhFzJ48hXMqm}\t"	[141, 6480.09478726]
"{1Pug3nMyjJ3oK5xUthJ7bKAdqEWeNHQ8Zt}\t"	[142, 4314.4931615]
"{1PvCk7XNLSsqah9L25MnKc9QCRc3y96ByH}\t"	[143, 5300.0]
"{1Px5YJndpgzNG1ibypnkv9LpWdHEmkn3T3}\t"	[144, 4215.5]
"{1PxoEnwvaySxrKEFjHAagvv3wwzwCZX7UZ}\t"	[145, 4099.42892225]
"{1PykGMF7KPqj24URTyStxJ4UHZQiF5w42k}\t"	[146, 5000.0]
"{1PzbsMaF1srxWLGExCMuFQ92SqecMigr6q}\t"	[147, 19180.0]
"{1PzgXn26m83AQyRPbmPkbsD4yXtiUyw8Mn}\t"	[148, 8000.0]
"{1Q15sF2usfZttTxUNzVxetwzNk182UjseP}\t"	[149, 4796.62453464]
"{1Q1A1sEDZefAN7HVNHkeXfQeuAfZ46Hy6G}\t"	[150, 4548.56197339]
"{1Q1cEsViwSofEPyEnejwjcx3Tgze8WnzqC}\t"	[151, 15200.0]
"{1Q1ciFxHizdPbnbgC6WMjTHcDxkQtphiSU}\t"	[152, 5000.0]
"{1Q1uho5heiev1DqVAhv7cNHVP8on472vzy}\t"	[153, 5000.0]
"{1Q38MVW7CpjQGHLBdRjUXZRmwcbKb7AUQ9}\t"	[154, 6488.75]
"{1Q4hFkotxU58xfMnMuGYDLLsBaCkebDfQw}\t"	[155, 6962.9142818]
"{1Q4xhKp7hoWrabT7L1Hm2e9fafmCKnVSmx}\t"	[156, 4816.9998]
"{1Q5LKECNythrHxjEfFLDBGDTqDJ7NqD8d4}\t"	[157, 4190.90380883]
"{1Q7XPRPVTXjJQeurrQL73kV8Zaij6JkCy}\t"	[158, 6447.90227103]
"{1Q7ZR5avdc12myfmi36rjtAHBZ8U9ybvs9}\t"	[159, 50000.0]
"{1Q8zv6DamGYCxfhhfSPGafViLB1gzewA1V}\t"	[160, 10014.68405482]
"{1QAd9bAijKf8j6yTjfg98gHWxsR7SALTK9}\t"	[161, 4199.92597146]
"{1QAh7RzbGdzYhT5uKb8BBkJru6TJDnywbD}\t"	[162, 7454.99995001]
"{1QAogjRUhmSMCoad2htZNeGCVn623PVu5n}\t"	[163, 4399.35402187]
"{1QAwdPCUyqQLB1Sdxo8rMFyMqueWrK4PH5}\t"	[164, 5000.0]
"{1QBLj9FZ1QxSvxN9oxonbbBZGMvjzjxoWN}\t"	[165, 8000.0]
"{1QCfAjpo3RQ63KMn6gnVwjmGZiiDikjVB6}\t"	[166, 4206.84933]
"{1QCmAPTyWL5YqAPB4oFtGYKXUajMY1wZs7}\t"	[167, 35414.610862]
"{1QCqsKAYdc1dLj97SXroo4XHukS6cLUXu}\t"	[168, 4341.46181459]
"{1QDG2muTNMPGvatS1rvP2Q6ib8Axj1DEsL}\t"	[169, 6322.2966425]
"{1QE9aAQcXmJHHS84LW39oatDeJezSDV29E}\t"	[170, 4003.34]
"{1QEN666wULNjPrRCbubmwxxBK94q36HWgJ}\t"	[171, 4749.6002]
"{1QF76AaXFWmMqeiKsRQvQNnz4AhJ91tkwB}\t"	[172, 50000.0]
"{1QFD2ahUthMYWGkZkDE4gq1zq5ybWC5VzB}\t"	[173, 5000.0]
"{1QFR9ugS6icNWq7ceRgypghypA4226KPgT}\t"	[174, 4461.11678073]
"{1QGKZm5m7Zu6TC6LW7VCUL1EPwV6ruodX}\t"	[175, 7100.89083646]
"{1QHHtezpxQAHba3GoMWtgsjv4Py9XYD2C5}\t"	[176, 6144.17590172]
"{1QJXGapMULJKWhVZ7mrWWLZ83TWunTakEM}\t"	[177, 6084.25969524]
"{1Qq9AKuMRbYdUY4hsM6q4fsCqkM6HZ7CU}\t"	[178, 50000.0]
"{1SYRwzEqDoc1mxjmSrpBWs5YPEf5NS6BG}\t"	[179, 4837.9986]
"{1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc}\t"	[180, 5199.0]
"{1U4wkgtAePiAAUwJLN9FZYHQ937woCCzp}\t"	[181, 11071.48827402]
"{1WEC8ySuMV2rMXDxQwAfP6LxBPsDGSycj}\t"	[182, 4101.1001001]
"{1XmqELMnvz8dmh4UXNeNfbtW9pL2WsQhX}\t"	[183, 4627.07]
"{1XpRPRFonWyC61SHwjNBcaH7c9t85JCNq}\t"	[184, 6648.01432163]
"{1Zji1tWuXhK7VisBrWHZFvhKpVGKCHM8D}\t"	[185, 10672.08]
"{1a8LDh3qtCdMFAgRXzMrdvB8w1EG4h1Xi}\t"	[186, 29656.51306529]
"{1dcKtqstPMCkTUUtLFknx1pkj6o1X3fjE}\t"	[187, 5000.0]
"{1e5aRPRZswmVUKw8snrTmAooTc1bkqXrP}\t"	[188, 4740.0]
"{1eGtz8SqNSkfhP4LhuBaHQKaus6EQSPU4}\t"	[189, 5000.0]
"{1eqJNyyCKoNfefJrtb5dXLKAxDkqPVF3Y}\t"	[190, 6400.0]
"{1ghMDTv4DvNrFifDBuSgfFpqDPeiTtgvs}\t"	[191, 14790.5383709]
"{1gnLwt2SHAKDLA1UGGzJ1zhcxPuEznruT}\t"	[192, 5000.0]
"{1i7YGShyZpUkHto1Rdn6DXPhdoDHWfnHo}\t"	[193, 4865.07442239]
"{1ib6QQtwMiuNWNsn6QjyLrvFCbDpEKSyA}\t"	[194, 10951.87024505]
"{1iepZhAjXDv4J2AuWvtToCSnnNCdDggGq}\t"	[195, 4176.11837157]
"{1iotGTHTT9ctehMewbTL34CbuMwqfyAfP}\t"	[196, 4259.16696465]
"{1kmGdkFoLatLh92EBBLkVPNT4sKbc3ryq}\t"	[197, 5000.0]
"{1kuX7ckkFY5aXYdWPRuiGyoSLHggyJ1nP}\t"	[198, 4708.7035]
"{1rqtGdKKKMRqaGWbBVgqaz84iZSGp3eb2}\t"	[199, 4711.64045867]
"{1s4pPJap3eCRLdgxwSKTW5gxeuXZKrRT4}\t"	[200, 31424.07]
"{1sThoUvmRgoVDuUnK1NfLLULPq9iKm6XC}\t"	[201, 4496.9987]
"{1u3gWaW6ayi8FA8Ad8HPUeYW7gWgPw2rE}\t"	[202, 4615.0]
"{1v2Wye29ogPuSVQgffdTJwrUva6p8VsQf}\t"	[203, 4531.26859046]
"{1wJZK6wd5jEgJ2hcurgd6PALUViuPiMur}\t"	[204, 6822.3013057]
"{1wiYByyCBbNo52s4py89Rxp8b2AwDLX6n}\t"	[205, 7992.0]
"{1xkFpPqvSwNbyYhqdNkMFZp2z5YBj23e9}\t"	[206, 6230.68574318]
"{1y4bLWFBfhZK2dNGsvbXiWaJpFFjtw4qH}\t"	[207, 4446.92123967]
"{1yEfY8D3aW8xzM3o7rLTdtZriboWJHnHW}\t"	[208, 4540.0]
"{1ygGhpkwJMt5GVRbz1HGA8XC59Rpo6HzT}\t"	[209, 24224.82020361]
"{1zYAVJWhCm4iVoeTFjFEuhzoEaNTW8pnJ}\t"	[210, 7249.80030068]
"{3FXFshYr97aQUizVEGwdCLNdDihWtqHsT9}\t"	[211, 10667.0]
